번호,교과과정,학수강좌번호,교과목명,학점,이론,실습,강의요일/교시,강의실,담당교원,수업캠퍼스,비고
303,전공,CSE4061-01,S/W품질관리및테스팅,3.0,2.0,2.0,목2.0-3.5/목5.0-6.5,401-6144(신공학관(기숙사) 6144 강의실)/401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),이호정,서울,
304,전공,CSE4066-01,컴퓨터공학종합설계1,3.0,2.0,2.0,월7.0-8.5/금8.0-9.5,401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2)/401-10144(신공학관(기숙사) 10144 컴퓨터공학과 세미나실2),주종화,서울,영어강의/수강인원 28명 제한
305,전공,CSE4066-02,컴퓨터공학종합설계1,3.0,2.0,2.0,화9.0-10.5/금8.0-9.5,401-6144(신공학관(기숙사) 6144 강의실)/401-6144(신공학관(기숙사) 6144 강의실),안종석,서울,영어강의/수강인원 28명 제한
306,전공,CSE4066-03,컴퓨터공학종합설계1,3.0,2.0,2.0,화9.0-10.5/금8.0-9.5,401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)/401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3),손윤식,서울,영어강의/수강인원 28명 제한
307,전공,CSE4066-04,컴퓨터공학종합설계1,3.0,2.0,2.0,화10.0-11.5/금8.0-9.5,401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4))/401-6119(신공학관(기숙사) 6119 컴퓨터공학 실습실1(ESC4)),정진우,서울,영어강의/수강인원 28명 제한
308,전공,CSE4067-01,컴퓨터공학종합설계2,3.0,2.0,2.0,월7.5-9.0/금8.0-9.5,401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2)/401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),정준호,서울,영어강의/수강인원 28명 제한
309,전공,CSE4073-01,인간컴퓨터상호작용시스템,3.0,2.0,2.0,화5.0-6.5/목5.0-6.5,401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2)/401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),정진우,서울,영어강의
310,전공,CSE4074-01,공개SW프로젝트,3.0,2.0,2.0,월2.0-3.5/목7.0-8.5,401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2)/401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),손윤식,서울,
311,전공,CSE4074-02,공개SW프로젝트,3.0,2.0,2.0,화2.5-4.0/금5.5-7.0,401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2)/401-3183(신공학관(기숙사) 3183 컴퓨터공학 실습실2),정준호,서울,수강인원 41명 제한
312,전공,CSE4082-01,데이터분석 및 실습,3.0,2.0,2.0,월5.0-6.5/수2.0-3.5,401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3)/401-3182(신공학관(기숙사) 3182 컴퓨터공학 실습실3),주종화,서울,수강인원 32명 제한
313,전공,CSE4083-01,양자컴퓨팅,3.0,3.0,0.0,월5.0-6.0/목10.0-11.0,401-6144(신공학관(기숙사) 6144 강의실)/401-6144(신공학관(기숙사) 6144 강의실),문봉교,서울,
314,전공,DES4024-01,기업사회맞춤형캡스톤디자인1,3.0,0.0,3.0,목7.0-9.5,407-227(정보문화관P P405 강의실),한기용,서울,P/F
315,전공,DES4024-02,기업사회맞춤형캡스톤디자인1,3.0,0.0,3.0,수7.0-9.5,401-4161(신공학관(기숙사) 4161 종합설계실습실),이태원,서울,P/F
316,전공,DES4024-03,기업사회맞춤형캡스톤디자인1,3.0,0.0,3.0,토6.0-8.5,401-4161(신공학관(기숙사) 4161 종합설계실습실),유석창,서울,P/F/ 기업 매칭 후 선발
317,전공,DES4024-04,기업사회맞춤형캡스톤디자인1,3.0,0.0,3.0,화6.0-8.5,401-4161(신공학관(기숙사) 4161 종합설계실습실),박승곤,서울,P/F/ 기업 매칭 후 선발
318,전공,DES4031-01,기술창업캡스톤디자인1,3.0,3.0,0.0,화10.0-12.5,405-347(원흥관 1/3 E347 강의실_스마트),정기수,서울,
319,전공,DES4031-02,기술창업캡스톤디자인1,3.0,3.0,0.0,수10.0-12.5,405-347(원흥관 1/3 E347 강의실_스마트),이태현,서울,
320,전공,INC4056-01,통신이론및실험,3.0,2.0,2.0,월2.0-3.5/수2.0-3.5,401-3163(신공학관(기숙사) 3163 정보통신공학실습실1)/401-3163(신공학관(기숙사) 3163 정보통신공학실습실1),임민중,서울,수강제한 30명
321,전공,INC4056-02,통신이론및실험,3.0,2.0,2.0,월5.0-6.5/수5.0-6.5,401-3163(신공학관(기숙사) 3163 정보통신공학실습실1)/401-3163(신공학관(기숙사) 3163 정보통신공학실습실1),임민중,서울,수강제한 30명
322,전공,INC4056-03,통신이론및실험,3.0,2.0,2.0,화9.0-10.5/목9.0-10.5,401-3163(신공학관(기숙사) 3163 정보통신공학실습실1)/401-3163(신공학관(기숙사) 3163 정보통신공학실습실1),임대운,서울,수강제한 30명
323,전공,INC4058-01,데이터통신,3.0,2.0,2.0,화2.0-3.5/목2.0-3.5,401-6122(신공학관(기숙사) 6122 정보통신공학 실습실)/401-6122(신공학관(기숙사) 6122 정보통신공학 실습실),최병석,서울,수강제한 37명
324,전공,INC4058-02,데이터통신,3.0,2.0,2.0,월2.0-3.5/수2.0-3.5,401-6141(신공학관(기숙사) 6141 강의실)/401-6141(신공학관(기숙사) 6141 강의실),이재훈,서울,수강제한 35명
325,전공,INC4058-03,데이터통신,3.0,2.0,2.0,월7.0-8.5/수7.0-8.5,401-6141(신공학관(기숙사) 6141 강의실)/401-6141(신공학관(기숙사) 6141 강의실),이재훈,서울,수강제한 35명
326,전공,INC4059-01,운영체제,3.0,2.0,2.0,화2.0-3.5/목2.0-3.5,401-5143(신공학관(기숙사) 5143 강의실_스마트)/401-3165(신공학관(기숙사) 3165 정보통신공학실습실2),김양우,서울,수강제한 40명
327,전공,INC4059-02,운영체제,3.0,2.0,2.0,화7.0-8.5/목7.0-8.5,401-5143(신공학관(기숙사) 5143 강의실_스마트)/401-3165(신공학관(기숙사) 3165 정보통신공학실습실2),김양우,서울,수강제한 40명
328,전공,INC4061-01,디지털신호처리,3.0,2.0,2.0,월5.0-6.5/수5.0-6.5,401-6141(신공학관(기숙사) 6141 강의실)/401-6141(신공학관(기숙사) 6141 강의실),류철,서울,수강제한 35명
329,전공,INC4061-02,디지털신호처리,3.0,2.0,2.0,월7.0-8.5/수7.0-8.5,401-6122(신공학관(기숙사) 6122 정보통신공학 실습실)/401-6122(신공학관(기숙사) 6122 정보통신공학 실습실),류철,서울,수강제한 35명
330,전공,INC4067-01,초고속통신망,3.0,2.0,2.0,월5.0-6.5/수5.0-6.5,401-6122(신공학관(기숙사) 6122 정보통신공학 실습실)/401-6122(신공학관(기숙사) 6122 정보통신공학 실습실),이재훈,서울,수강제한 30명
331,전공,INC4069-01,인터네트워킹,3.0,2.0,2.0,화5.0-6.5/목5.0-6.5,401-6122(신공학관(기숙사) 6122 정보통신공학 실습실)/401-6122(신공학관(기숙사) 6122 정보통신공학 실습실),최병석,서울,수강제한 37명
332,전공,INC4070-01,무선통신및실험,3.0,2.0,2.0,월9.0-10.5/수9.0-10.5,401-6122(신공학관(기숙사) 6122 정보통신공학 실습실)/401-6122(신공학관(기숙사) 6122 정보통신공학 실습실),임민중,서울,수강제한 38명
333,전공,INC4089-01,암(ARM)마이크로프로세서어셈블리언어프로그래밍,3.0,2.0,2.0,화7.0-8.5/목7.0-8.5,401-6141(신공학관(기숙사) 6141 강의실)/401-6141(신공학관(기숙사) 6141 강의실),김동환,서울,수강제한 55명
334,전공,INC4093-01,소프트웨어공학및설계,3.0,2.0,2.0,화2.0-3.5/목2.0-3.5,401-3165(신공학관(기숙사) 3165 정보통신공학실습실2)/401-5143(신공학관(기숙사) 5143 강의실_스마트),김웅섭,서울,영어강의/수강제한 35명
335,전공,INC4093-02,소프트웨어공학및설계,3.0,2.0,2.0,화5.0-6.5/목5.0-6.5,401-3165(신공학관(기숙사) 3165 정보통신공학실습실2)/401-3165(신공학관(기숙사) 3165 정보통신공학실습실2),김웅섭,서울,영어강의/수강제한 35명
336,전공,INC4096-01,머신러닝,3.0,3.0,0.0,월2.0-3.0/수2.0-3.0,401-3165(신공학관(기숙사) 3165 정보통신공학실습실2)/401-3165(신공학관(기숙사) 3165 정보통신공학실습실2),이창환,서울,영어강의/수강제한 37명
337,전공,INC4101-01,데이터압축,3.0,3.0,,월2.5-3.5/수2.5-3.5,401-6122(신공학관(기숙사) 6122 정보통신공학 실습실)/401-6122(신공학관(기숙사) 6122 정보통신공학 실습실),류철,서울,수강제한 35명
338,학기,PRI4050-01,공감과소통의공학교육,1.0,1.0,0.0,월8.0-8.5,405-127(원흥관 1/3 E127 강의실),강미경,서울,P/F/ 
339,학기,PRI4050-02,공감과소통의공학교육,1.0,1.0,0.0,월9.0-9.5,405-127(원흥관 1/3 E127 강의실),강미경,서울,P/F/ 
340,학기,PRI4051-01,산업수학,3.0,3.0,0.0,월2.5-3.5/수2.5-3.5,401-5143(신공학관(기숙사) 5143 강의실_스마트)/401-5143(신공학관(기숙사) 5143 강의실_스마트),이기송,서울,영어강의/ 정보통신공학전공 일괄배정 예정 강좌
341,학기,PRI4051-02,산업수학,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,405-250(원흥관 1/3 E250 강의실)/405-250(원흥관 1/3 E250 강의실),성관제,서울,기계로봇에너지공학과 2학년 일괄배정 예정 강좌
342,학기,PRI4051-04,산업수학,3.0,3.0,0.0,화6.5-7.5/목6.5-7.5,405-541(원흥관 1/3 E541 강의실)/405-541(원흥관 1/3 E541 강의실),박관순,서울,영어강의/ 건축공학부 일괄배정 예정 강좌
343,학기,PRI4051-05,산업수학,3.0,3.0,0.0,월5.0-6.0/수5.0-6.0,401-5143(신공학관(기숙사) 5143 강의실_스마트)/401-5143(신공학관(기숙사) 5143 강의실_스마트),이기송,서울,정보통신공학전공 일괄배정 예정 강좌
344,일교,EGC4039-01,공학윤리,3.0,3.0,0.0,화8.0-9.0/목8.5-9.5,501-314(학림관 J314 강의실)/501-314(학림관 J314 강의실),박종용,서울,
345,일교,EGC4039-02,공학윤리,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,501-314(학림관 J314 강의실)/501-314(학림관 J314 강의실),김성환,서울,
346,일교,EGC4039-03,공학윤리,3.0,3.0,0.0,수8.0-9.0/금8.0-9.0,501-314(학림관 J314 강의실)/501-314(학림관 J314 강의실),김성환,서울,
347,일교,EGC4039-04,공학윤리,3.0,3.0,0.0,화10.0-12.5,501-314(학림관 J314 강의실),박진희,서울,
348,일교,EGC4039-05,공학윤리,3.0,3.0,0.0,월6.0-7.0/수6.0-7.0,401-2166(신공학관(기숙사) 2166 강의실)/401-2166(신공학관(기숙사) 2166 강의실),박종용,서울,
349,일교,EGC4039-06,공학윤리,3.0,3.0,0.0,화6.0-7.0/목8.5-9.5,401-2166(신공학관(기숙사) 2166 강의실)/401-2166(신공학관(기숙사) 2166 강의실),문재태,서울,팀티칭
350,일교,EGC4039-07,공학윤리,3.0,3.0,0.0,목10.0-12.5,401-2166(신공학관(기숙사) 2166 강의실),문재태,서울,팀티칭
351,일교,EGC5018-01,색채와 과학,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,407-203(정보문화관P P401 강의실_스마트)/407-203(정보문화관P P401 강의실_스마트),홍성규,서울,수강제한40명
352,일교,EGC7026-01,기술창조와특허,3.0,1.5,1.5,화1.0-3.5,405-127(원흥관 1/3 E127 강의실),오승택,서울,
353,일교,EGC7026-02,기술창조와특허,3.0,1.5,1.5,화8.0-10.5,405-127(원흥관 1/3 E127 강의실),오승택,서울,
354,일교,EGC7026-03,기술창조와특허,3.0,1.5,1.5,목6.5-9.0,401-5141(신공학관(기숙사) 5141 강의실_스마트),이용태,서울,
355,일교,EGC7026-04,기술창조와특허,3.0,1.5,1.5,월10.5-13.0,405-127(원흥관 1/3 E127 강의실),김효성,서울,
356,일교,EGC7026-05,기술창조와특허,3.0,1.5,1.5,수6.5-9.0,401-5141(신공학관(기숙사) 5141 강의실_스마트),이용태,서울,
357,전공,DES2001-01,커리어멘토링,3.0,3.0,0.0,화9.0-11.5,401-6141(신공학관(기숙사) 6141 강의실),류철,서울,정보통신공학전공 재학생만 수강가능/ 수강제한 30명/ P/F
358,공교,RGC1030-01,BasicEAS,0.0,0.0,2.0,월1.0-2.5,102-362(학술/문화관 K362 362 강의실),김상미,서울,실시간원격(Webex강의)/ S4그룹
359,공교,RGC1030-02,BasicEAS,0.0,0.0,2.0,월1.0-2.5,102-456(학술/문화관 K456 456 강의실),오정민,서울,실시간원격(Webex강의)/ S4그룹
360,공교,RGC1030-03,BasicEAS,0.0,0.0,2.0,월5.5-7.0,102-458(학술/문화관 K458 458 강의실),안삼경,서울,실시간원격(Webex강의)/ S4그룹
361,공교,RGC1030-05,BasicEAS,0.0,0.0,2.0,화1.0-2.5,102-456(학술/문화관 K456 456 강의실),김남희,서울,실시간원격(Webex강의)/ S4그룹
362,공교,RGC1030-06,BasicEAS,0.0,0.0,2.0,수1.0-2.5,102-441(학술/문화관 K441 441 강의실),박효진,서울,실시간원격(Webex강의)/ S4그룹
363,공교,RGC1030-07,BasicEAS,0.0,0.0,2.0,수1.0-2.5,102-443(학술/문화관 K443 443 강의실),박경선,서울,실시간원격(Webex강의)/ S4그룹
364,공교,RGC1030-08,BasicEAS,0.0,0.0,2.0,목1.0-2.5,102-362(학술/문화관 K362 362 강의실),정원일,서울,실시간원격(Webex강의)/ S4그룹
365,공교,RGC1030-09,BasicEAS,0.0,0.0,2.0,목5.5-7.0,102-454(학술/문화관 K454 454 강의실),김남희,서울,실시간원격(Webex강의)/ S4그룹
366,공교,RGC1030-10,BasicEAS,0.0,0.0,2.0,목5.5-7.0,102-458(학술/문화관 K458 458 강의실),안삼경,서울,실시간원격(Webex강의)/ S4그룹
367,공교,RGC1030-11,BasicEAS,0.0,0.0,2.0,목1.0-2.5,102-241(학술/문화관 K241 241 강의실),류수용,서울,실시간원격(Webex강의)/ S4그룹
368,공교,RGC1030-12,BasicEAS,0.0,0.0,2.0,월11.0-12.5,202-174(사회과학/경영관 L101 강의실),박경선,서울,실시간원격(Webex강의)/ S4그룹
369,공교,RGC1030-13,BasicEAS,0.0,0.0,2.0,목11.0-12.5,102-456(학술/문화관 K456 456 강의실),방찬혁,서울,실시간원격(Webex강의)/ S4그룹
370,공교,RGC1030-14,BasicEAS,0.0,0.0,2.0,수1.0-2.5,102-439(학술/문화관 K439 439 강의실),한미애,서울,실시간원격(Webex강의)/ S4그룹/ 외국인 전용/ S4그룹
371,공교,RGC1030-15,BasicEAS,0.0,0.0,2.0,수4.0-5.5,501-415(학림관 J415 강의실),김상미,일산,실시간원격(Webex강의)/ S4그룹/ BMC개설/ S4그룹
372,일교,EGC2061-01,성장문학과나의자화상,3.0,3.0,0.0,화6.0-7.0/금6.0-7.0,501-231(학림관 J201 강의실)/501-231(학림관 J201 강의실),정윤길,서울,
373,일교,EGC2065-01,글로벌한국사,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,102-344(학술/문화관 K344 344 강의실)/102-344(학술/문화관 K344 344 강의실),이승호,서울,
374,일교,EGC2065-02,글로벌한국사,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,408-321(정보문화관Q Q301 강의실)/408-321(정보문화관Q Q301 강의실),김성연,서울,
375,일교,EGC2067-01,삶과죽음의철학,3.0,3.0,0.0,화8.0-9.0/목8.5-9.5,102-342(학술/문화관 K342 342 강의실)/102-342(학술/문화관 K342 342 강의실),황인욱,서울,
376,일교,EGC2086-01,대학과청년문화,3.0,3.0,0.0,월4.0-5.0/수3.0-4.0,102-357(학술/문화관 K357 357 강의실)/102-357(학술/문화관 K357 357 강의실),조은애,서울,
377,일교,EGC2087-01,세계문학속의인권,3.0,3.0,0.0,수8.0-9.0/금8.0-9.0,102-221(학술/문화관 K221 221 강의실)/102-221(학술/문화관 K221 221 강의실),정영효,서울,
378,일교,EGC2095-01,글로벌에콜로지컬히스토리,3.0,3.0,0.0,월8.5-9.5/수6.0-7.0,407-B105(정보문화관P P202 강의실)/407-B105(정보문화관P P202 강의실),양홍석,서울,
379,일교,EGC2110-01,동아시아의역사와문화,3.0,3.0,0.0,월8.5-9.5/수6.0-7.0,501-304(학림관 J311 강의실)/501-304(학림관 J311 강의실),서인범,서울,
380,일교,EGC2117-01,동유라시아 세계 물품의 문명·문화사,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,102-356(학술/문화관 K356 356 강의실)/102-356(학술/문화관 K356 356 강의실),김택경,서울,
381,일교,EGC2118-01,이야기와 노래,3.0,3.0,0.0,월8.5-9.5/수6.0-7.0,102-356(학술/문화관 K356 356 강의실)/102-356(학술/문화관 K356 356 강의실),김일환,서울,
382,일교,EGC2119-01,지도 위의 문학,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,102-315(학술/문화관 K315 315 강의실)/102-315(학술/문화관 K315 315 강의실),정환국,서울,
383,일교,EGC2120-01,바다로 읽는 동아시아 문명문화사,3.0,3.0,0.0,화8.0-9.0/목8.5-9.5,501-415(학림관 J415 강의실)/501-415(학림관 J415 강의실),김병모,서울,
384,일교,EGC2121-01,시와예술적상상력,3.0,3.0,0.0,월4.0-5.0/수3.0-4.0,202-356(사회과학/경영관 L309 강의실)/202-356(사회과학/경영관 L309 강의실),박형준,서울,
385,일교,EGC2123-01,인간에 관하여,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,501-413(학림관 J414 강의실)/501-413(학림관 J414 강의실),황인욱,서울,
386,일교,EGC2125-01,교유와 치유의 한시감상,3.0,3.0,0.0,월4.0-5.0/수3.0-4.0,202-174(사회과학/경영관 L101 강의실)/202-174(사회과학/경영관 L101 강의실),박성호,서울,
387,일교,EGC3065-01,포스트 코로나 시대와 일본의 서브컬처,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,202-356(사회과학/경영관 L309 강의실)/202-356(사회과학/경영관 L309 강의실),이영호,서울,혁신교수법: 액티브러닝
388,일교,EGC3067-01,사회적 경제와 대항 서사,3.0,3.0,0.0,수8.0-9.0/금8.0-9.0,102-456(학술/문화관 K456 456 강의실)/102-456(학술/문화관 K456 456 강의실),임세화,서울,
389,일교,EGC5007-01,4차 산업혁명 이해와 철학,3.0,3.0,0.0,수4.5-5.5/금4.0-5.0,501-142(학림관 J104 강의실)/501-142(학림관 J104 강의실),김명식,서울,
390,일교,EGC5026-01,빅데이터를 활용한 비언어적 의사소통 이해,3.0,3.0,0.0,화4.0-5.0/목4.0-5.0,207-328(혜화관 328 328 강의실)/207-328(혜화관 328 328 강의실),정원일,서울,
391,공교,RGC0003-01,불교와인간,2.0,2.0,0.0,월1.0-2.5,207-512(혜화관 512 512 강의실),이원선,서울,수강대상 학사제도및학업이수가이드 참조
392,공교,RGC0003-02,불교와인간,2.0,2.0,0.0,월1.0-2.5,207-514(혜화관 514 514 강의실),이경희,서울,수강대상 학사제도및학업이수가이드 참조
393,공교,RGC0003-03,불교와인간,2.0,2.0,0.0,월1.0-2.5,501-203(학림관 J212 강의실),박영란,서울,수강대상 학사제도및학업이수가이드 참조
